Date,Type,Link
2025-07-23 15:29:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7353785161240481794
2025-07-23 13:15:16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7353747118349504512
2025-07-22 20:18:58,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7346209845919838209
2025-07-22 19:25:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7353502117665349634
2025-07-22 12:53:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7353151576917618688
2025-07-18 20:53:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7345471672851853312
2025-07-15 03:26:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7350554494570487809
2025-07-15 03:22:36,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7350624518492594178
2025-07-11 01:25:22,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7349201356454318080
2025-07-02 21:08:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7346247220792352768
2025-06-30 13:20:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7345428629029371906
2025-06-27 12:48:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7344337427257319424
2025-06-19 19:09:47,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7341321835130535940
2025-06-16 19:51:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7340416109302480897
2025-06-16 15:36:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7339380002343276545
2025-06-16 14:58:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7334008976231075841
2025-06-16 14:54:44,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7339987410602094593
2025-06-16 14:52:17,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7339373517714411523
2025-06-13 13:31:22,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7339281549890113536
2025-06-10 17:59:31,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7338218233591689217
2025-06-09 18:28:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7337895786497691653
2025-06-08 22:20:05,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7331276573125324802
2025-06-08 22:19:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7337157699664547840
2025-06-06 15:58:57,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7330261879266684929?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7330261879266684929%2C7330307394087841792%29
2025-06-06 15:16:30,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7336757830978293760
2025-06-06 12:59:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7336737924568272897
2025-06-05 15:47:57,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7336407905304211456
2025-06-05 13:45:22,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7336024188282908672?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7336024188282908672%2C7336147846296981504%29
2025-06-05 13:45:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7336024188282908672
2025-06-04 20:24:24,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7336100029062893568
2025-06-04 13:16:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7336013832932216832
2025-06-03 12:33:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7335487964120043520
2025-06-02 21:14:53,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7335306388010618880
2025-06-02 13:08:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7335289404569042945
2025-05-30 18:12:47,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7334251235048386560?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7334251235048386560%2C7334265048304885764%29
2025-05-30 18:12:45,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7334251235048386560?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7334251235048386560%2C7334253553022054400%29
2025-05-30 18:12:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7334251235048386560
2025-05-30 13:35:55,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7333940109106446337
2025-05-29 17:39:15,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7333859924420038656
2025-05-28 16:43:48,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7333526321131655171
2025-05-28 14:49:56,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7333463764551229441
2025-05-28 14:41:53,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7333499810118868992
2025-05-27 19:49:02,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7333140132687990784
2025-05-27 18:29:13,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7333154436992667649
2025-05-27 17:17:16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7333013633058193408
2025-05-27 13:31:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7333021048675717122
2025-05-26 14:55:38,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7331945935691804672
2025-05-23 21:53:38,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7331312235115429888?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7331312235115429888%2C7331799324781137920%29
2025-05-23 15:27:55,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7323327430251773952
2025-05-23 14:41:15,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7331316468451565569?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7331316468451565569%2C7331667675938512896%29
2025-05-22 15:12:30,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7330957995075391488
2025-05-22 15:11:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7331329033525149696
2025-05-22 14:24:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7331316468451565569?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7331316468451565569%2C7331322326166233089%29
2025-05-21 14:37:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7330956912399691776
2025-05-20 18:28:21,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7330653673544437761
2025-05-20 17:44:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7330633710397980672
2025-05-20 14:41:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7330588204154216450
2025-05-19 17:53:03,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7330284085682069507
2025-05-19 14:34:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7330234588302106625?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7330234588302106625%2C7330238885756612608%29
2025-05-19 14:34:30,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7330234588302106625
2025-05-17 23:27:21,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7326241168315293696
2025-05-16 14:06:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7328914588832280576
2025-05-15 18:47:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7328819119993020417
2025-05-15 12:48:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7328654898269421568
2025-05-14 14:15:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7328418849668620288
2025-05-13 18:38:22,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7328093343127687169
2025-05-13 14:58:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7328055694635524097
2025-05-12 14:30:55,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7327686589927555072
2025-05-12 13:05:23,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7327028710987960321
2025-05-07 20:25:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7325966925316980737
2025-05-07 15:26:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7325891422996365313
2025-05-07 15:25:36,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7325893540029353986
2025-05-06 15:04:17,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7324896860186304513
2025-05-06 14:56:14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7325532486363463680
2025-05-06 12:51:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7325378977982824448
2025-05-06 12:50:36,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7325487206813343744
2025-05-06 00:34:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7325305458808733696
2025-05-05 14:27:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7325153526232289280
2025-05-05 14:13:15,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7325107789326946304
2025-05-05 14:12:11,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7325134969587081217
2025-05-02 18:44:23,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7324135197795307520
2025-05-02 16:32:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7323844496419381249
2025-05-02 16:31:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7323806593102340096
2025-05-02 16:01:17,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7324096562253434881
2025-05-01 21:12:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7323810018523312129
2025-05-01 19:44:23,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7323753725494272000?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7323753725494272000%2C7323755955672801281%29
2025-05-01 19:43:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7323753725494272000
2025-05-01 19:42:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7321628668408000512?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7321628668408000512%2C7323792595980013568%29
2025-05-01 17:31:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7323744252495085568
2025-05-01 14:59:16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7323367043590782976
2025-05-01 14:58:57,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7323369685012410368
2025-05-01 12:53:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7323353744589451265
2025-04-29 16:26:37,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7321628668408000512?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7321628668408000512%2C7323019576017879040%29
2025-04-29 16:25:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7323008447761797122
2025-04-29 15:41:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7322994870518804482
2025-04-29 14:33:27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7322979091551318019
2025-04-28 18:18:45,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7312718645959266306
2025-04-28 18:06:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7322641141282041858
2025-04-28 17:10:20,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7322635157956374529
2025-04-28 12:56:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7322516638262599680
2025-04-26 11:17:38,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7321570543764193282?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7321570543764193282%2C7321782720664154112%29
2025-04-25 21:13:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7321297606637219840
2025-04-25 16:43:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7321574599572246528
2025-04-25 15:05:25,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7321319881444925441
2025-04-24 20:50:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7321212167314190336
2025-04-24 17:18:28,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7321206472678248448
2025-04-24 14:29:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7321031639738781696
2025-04-23 16:11:37,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7320841696521441281
2025-04-23 15:59:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7320803280643624960
2025-04-22 19:06:08,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7320520011171725317
2025-04-22 15:44:22,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7320451369675436032
2025-04-22 13:33:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7320410170512019456
2025-04-21 21:11:02,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7320188055082979328
2025-04-21 20:07:18,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7320176132782247937
2025-04-21 16:30:58,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7320043696375160832
2025-04-19 13:04:51,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7319125509919961088
2025-04-18 19:16:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7319057679438475264
2025-04-18 16:27:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7319029580118265856
2025-04-18 14:48:55,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7317910936365719553
2025-04-18 14:17:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7318994385847660545
2025-04-17 18:23:46,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7316528064891428865?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7316528064891428865%2C7318695618212741120%29
2025-04-17 15:45:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7318619343217438720
2025-04-17 15:09:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7318644817272471553
2025-04-16 16:07:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7318298391053045762
2025-04-16 16:05:22,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7318288718769897472
2025-04-16 14:55:33,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7318282422461030400
2025-04-15 20:38:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7318007240047710208
2025-04-15 14:02:03,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7317909726137073665
2025-04-15 12:57:57,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7317892380328615937
2025-04-14 17:50:03,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7317591379067457537
2025-04-14 17:49:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7317581990654869505
2025-04-14 11:51:21,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7317514746197340161
2025-04-11 21:30:49,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7316528064891428865?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7316528064891428865%2C7316570403659788288%29
2025-04-11 18:52:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7316531014070071296
2025-04-11 18:50:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7316518928711577600
2025-04-11 17:45:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7315498495996481537
2025-04-11 14:30:35,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7316463570676813825
2025-04-11 13:05:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316421359796965376
2025-04-11 13:03:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7310329418084732929?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7310329418084732929%2C7316100573794045952%29
2025-04-11 13:03:08,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7310329418084732929?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7310329418084732929%2C7316403448151732225%29
2025-04-11 01:08:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316197259107332097
2025-04-10 17:36:28,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316134518724198400
2025-04-10 14:33:21,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7310329418084732929
2025-04-10 14:11:05,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7316099770303819776
2025-04-10 13:50:33,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316085711353311235
2025-04-10 13:45:38,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316091663037222914
2025-04-10 13:35:21,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316091008985845761
2025-04-10 13:32:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316090154866159616
2025-04-10 13:31:09,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316086730988703745
2025-04-10 13:30:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316089123662925824
2025-04-10 13:29:46,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316087755522883584
2025-04-10 13:29:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316089414277832704
2025-04-10 13:29:18,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316089425472446466
2025-04-10 13:29:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316084740996902913
2025-04-10 13:25:27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316088256482144258
2025-04-10 13:25:08,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316085366766125056
2025-04-10 13:24:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316087872703320064
2025-04-10 13:24:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316087675680083968
2025-04-10 13:23:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7316084764350816257
2025-04-10 13:23:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7316086454873440257
2025-04-10 13:23:33,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316085782048325633
2025-04-10 13:23:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316085927603236864
2025-04-10 13:23:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316087531685527553
2025-04-10 13:23:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316087426592960512
2025-04-10 13:20:17,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316086048726433792
2025-04-10 13:20:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316086861876072449
2025-04-10 13:17:16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316085667497754626
2025-04-10 13:14:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316083688188891136
2025-04-10 13:14:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316084094633721856
2025-04-10 13:14:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316085695209504768
2025-04-10 13:14:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316084917392556034
2025-04-10 13:13:56,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316085084799811584
2025-04-10 13:13:17,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316084142981451776
2025-04-10 13:10:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316084574038511618?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7316084574038511618%2C7316084849558110209%29
2025-04-10 13:09:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316084574038511618
2025-04-10 12:28:55,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316069089263734785
2025-04-10 12:09:39,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7316067687703486465
2025-04-09 16:33:46,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7315773729370755072
2025-04-09 16:06:16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7315414551825391616
2025-04-09 15:16:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7315750810334760963
2025-04-08 20:07:15,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7315457326193287168
2025-04-08 17:54:25,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7315430033404157952
2025-04-08 17:53:38,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7315423597626376193
2025-04-07 19:01:56,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7315084919645351938
2025-04-07 16:00:09,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7315034951349878784
2025-04-07 14:29:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7313955865374478336
2025-04-07 14:28:25,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7315016858208821249
2025-04-04 15:30:25,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7313919967257681921
2025-04-03 14:42:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7313567576800854016
2025-04-01 17:43:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7311161014320873473
2025-04-01 16:32:57,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7312872715101581314
2025-03-31 16:25:56,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7312483838809591808
2025-03-27 20:14:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7311114945650151425
2025-03-26 20:21:14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7310746225220157441
2025-03-26 17:38:56,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7310687229897551872
2025-03-26 14:28:27,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7310493345707892737
2025-03-26 14:25:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7310558410985377792
2025-03-25 20:04:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7310346602995429376
2025-03-21 18:11:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7308079688151699456
2025-03-21 13:08:22,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7302732253883686912?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7302732253883686912%2C7308641840734310402%29
2025-03-19 20:40:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7308215060873547776
2025-03-19 14:47:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7308118916348727298
2025-03-18 15:12:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7307774153569247234
2025-03-17 20:38:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7300613210263494657
2025-03-17 20:34:48,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7307049544607825920
2025-03-17 20:34:37,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7307029515891818496
2025-03-17 18:29:23,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7307449511289749505
2025-03-14 19:22:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7306393611300990977
2025-03-14 16:14:16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7305977796600770564
2025-03-14 14:20:46,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7306019329135857664
2025-03-13 17:35:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7305982690405568513
2025-03-12 15:18:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7305596174181294080
2025-03-12 13:32:46,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7300985802463883264
2025-03-12 12:59:18,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7305478187935744000
2025-03-11 16:58:36,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7305250016346914817
2025-03-07 18:35:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7302732253883686912?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7302732253883686912%2C7303838807269814272%29
2025-03-07 16:36:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7303813370577567744?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7303813370577567744%2C7303814452095668224%29
2025-03-07 16:36:39,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7303813370577567744
2025-03-07 15:46:25,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7303802980359651328
